Prompt,Antagonist,Protagonist,Innocent,Foreign Adversary,Virtuous,Incompetent,Martyr,Deceiver,Saboteur,Instigator,Underdog,Victim,Peacemaker,Rebel,Guardian,Tyrant,Bigot,Terrorist,Exploited,Forgotten,Conspirator,Corrupt,Spy,Traitor,Scapegoat
"provided context: war accompanied savage repression opposition terrible, continued persecution julian assange exposing crimes us imperialism graphically demonstrates. comrade bogdan syrotiuk young guard bolshevik leninists detained fascistic zelenskyy government ukraine earlier month false accusations russian agent. bogdan courageously opposed war ukraine, along comrades russia, denounced ukrainian russian regimes fought unity ukrainian russian working class. t, decide label mentioned entity: zelensky.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: ersecution julian assange exposing crimes us imperialism graphically demonstrates. comrade bogdan syrotiuk young guard bolshevik leninists detained fascistic zelensky government ukraine earlier month false accusations russian agent. bogdann courageously opposed war ukraine, along comrades russia, denounced ukrainian russian regimes fought unity ukrainian russian working class. us imperialist countries, brutal police crackdowns taking place protes, decide label mentioned entity: bogdan.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: untries, brutal police crackdowns taking place protesters opposing gaza genocide thousands arrests including students. ongoing anti-war protests universities cities significant, incapable halting bloodbath. seven months, zionistt regime imperialist backers ignored protests millions around world, also turning police repression. social force capable halting drive world war international working class coming struggle sri lanka around , decide label mentioned entity: zionist.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"provided context: incapable halting bloodbath. seven months, zionist regime imperialist backers ignored protests millions around world, also turning police repression. social force capable halting drive world war international working classs coming struggle sri lanka around world opposition austerity program ruling classes. governments engage in, support prepare war, workers forced bear burden. struggle war requires building unified anti-war , decide label mentioned entity: working class.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"provided context: russian on-air protester fined, faces possible prison term new york—an employee russian state television interrupted live news program protest war ukraine released custody tuesday fined $270, still could face prison sentence. marina ovsyannikovaa told reporters allowed sleep held police custody interrogated 14 hours. ovsyannikova, employee channel 1, walked behind presenter monday’s evening news show poster saying “stop war, don’t believe propaganda, lyi, decide label mentioned entity: marina ovsyannikova.",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"provided context: ning news show poster saying “stop war, don’t believe propaganda, lying here.” english, said “no war” top poster “russians war” bottom. video recorded earlier, urged russians join anti-war protests said “russiaa aggressor country one person, vladimir putin, solely bears responsibility aggression.” state news agency tass said ovsyannikova fined video remains investigation on-air protest law banning dissemination “deliberately false informati, decide label mentioned entity: russia.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: r, don’t believe propaganda, lying here.” english, said “no war” top poster “russians war” bottom. video recorded earlier, urged russians join anti-war protests said “russia aggressor country one person, vladimir putinn, solely bears responsibility aggression.” state news agency tass said ovsyannikova fined video remains investigation on-air protest law banning dissemination “deliberately false information” use russian armed forces. new law c, decide label mentioned entity: vladimir putin.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: pressed ukraine's case need achieve air superiority. putin fresh remarks stressed russian forces clear upper hand, emphasized first time ukrainian statehood risks ""irreparable"" blow war continues. stressed ukraine's militaryy already ""failed"". ""not counteroffensive failed, initiative entirely hands russian armed forces,"" putin said televised remarks. ""if continues, ukraine's statehood could dealt irreparable, serious blow,"" added, clar, decide label mentioned entity: ukraine's military.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: also something. instead solving military tasks, act barbaric way. attacks carried peaceful settlements indiscriminate weapons,"" putin said reference past several weeks cross-border attacks belgorod city, killed maimed russian civilianss. putin addressed zelensky's efforts gather world leaders peace summit hosted switzerland, consider kiev's 10-point peace plan, noted rejects possibility territorial concessions. ""the so-called 'peace formula' that's talked west , decide label mentioned entity: russian civilians.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: itorial gains we've achieved past 1 1/2 years. impossible. everyone understands impossible,"" russian leader continued. explained earlier conflict, two sides close serious negotiations could led peace, ultimately zelenskyy allowed puppet western powers... ""a day later, threw agreements trash, saying publicly—including head ukrainian negotiating group—that 'yes, ready, missed chance, then-prime minister britain mr. [, decide label mentioned entity: zelensky.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"provided context: 1/2 years. impossible. everyone understands impossible,"" russian leader continued. explained earlier conflict, two sides close serious negotiations could led peace, ultimately zelensky allowed puppet western powerss... ""a day later, threw agreements trash, saying publicly—including head ukrainian negotiating group—that 'yes, ready, missed chance, then-prime minister britain mr. [boris] johnson came persuaded us impleme, decide label mentioned entity: western powers.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ce, ultimately zelensky allowed puppet western powers... ""a day later, threw agreements trash, saying publicly—including head ukrainian negotiating group—that 'yes, ready, missed chance, then-prime minister britain mr. [boris] johnsonn came persuaded us implement agreements,'"" putin said. stressed: ""fools, not? they're admitting directly gone it, everything could ended long time ago, 1 1/2 years ago."" lately, ukraine seeking get china involved getting, decide label mentioned entity: prime minister britain mr. [boris] johnson.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ago, 1 1/2 years ago."" lately, ukraine seeking get china involved getting board peace formula. ukraine’s presidential chief staff andriy yermak sunday said, ""china needs involved talks end war russia."" issued words ahead wef. chinaa remains influential global south country widely viewed squarely russia's corner, refused rebuke moscow join western-led sanctions two years conflict. kiev hopes get global south countries side, thus isolating moscow - far p, decide label mentioned entity: china.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: russia pounds 30 towns villages ukraine’s kharkiv region kharkiv - russiaa pounded 30 villages towns ukraine’s northeastern kharkiv region launching ground offensive border region, forcing almost 6,000 evacuate, governor said monday. ukraine’s general staff acknowledged monday russia “currently achieving tactical success” a, decide label mentioned entity: russia.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: british colonel: ukrainian operation kursk region humiliated putin showed cowardice allies currency british colonel: ukrainian operation kursk region humiliated putinn showed cowardice allies first major attack russian territory since world war ii, ukrainian armed forces' offensive kursk region, publicly humiliated russian dictator vladimir putin. however, one humiliated stunned success u, decide label mentioned entity: putin.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: eapons restrict use, position. opinion colonel richard justin kemp, retired british army officer knight, awarded highest honor uk. opinion, ukrainian offensive ""showed cowardice allies,"" especially us president joe bidenn british prime minister keir starmer. sir richard kemp recalls president volodymyr zelenskyy previously asked western partners allow use long-range weapons protect ukrainian soldiers ukraine general. ""the british storm shadow missiles could make difference i, decide label mentioned entity: joe biden.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: position. opinion colonel richard justin kemp, retired british army officer knight, awarded highest honor uk. opinion, ukrainian offensive ""showed cowardice allies,"" especially us president joe biden british prime minister keir starmerr. sir richard kemp recalls president volodymyr zelenskyy previously asked western partners allow use long-range weapons protect ukrainian soldiers ukraine general. ""the british storm shadow missiles could make difference battle, british governmen, decide label mentioned entity: keir starmer.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: chard justin kemp, retired british army officer knight, awarded highest honor uk. opinion, ukrainian offensive ""showed cowardice allies,"" especially us president joe biden british prime minister keir starmer. sir richard kemp recalls president volodymyr zelenskyyy previously asked western partners allow use long-range weapons protect ukrainian soldiers ukraine general. ""the british storm shadow missiles could make difference battle, british government unwilling allow used full potenti, decide label mentioned entity: volodymyr zelenskyy.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: on, point strike russian territory, apart protecting ukraine? would second world war ended prime minister allowed british american bombs fall german soil?"" asks colonel. according sir richard kemp, throughout entire period russia'ss full-scale invasion ukraine, ""the pathetic western allies"" pursued policy based ukraine's defense needs, ""but groundless fear russian retaliation."" although putin's so-called red lines turned nothing baseless intimidation, each, decide label mentioned entity: russia's.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: russian territory, apart protecting ukraine? would second world war ended prime minister allowed british american bombs fall german soil?"" asks colonel. according sir richard kemp, throughout entire period russia's full-scale invasion ukrainee, ""the pathetic western allies"" pursued policy based ukraine's defense needs, ""but groundless fear russian retaliation."" although putin's so-called red lines turned nothing baseless intimidation, subsequent western decision to, decide label mentioned entity: ukraine.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: use western restrictions use weapons. also applies airfields, supply routes, logistics bases. significant forces needed protect thrown war ukraine,"" colonel said. ""what western leaders realize facing tyrant like putinn, escalation language fears understands. see thing middle east, biden pleading israel de-escalate. unconvincing 'no' stop ayatollah khamenei pushing button launching iran's expected missile attack, n, decide label mentioned entity: putin.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: ases. significant forces needed protect thrown war ukraine,"" colonel said. ""what western leaders realize facing tyrant like putin, escalation language fears understands. see thing middle east, bidenn pleading israel de-escalate. unconvincing 'no' stop ayatollah khamenei pushing button launching iran's expected missile attack, stop putin attacking ukraine,"" sir richard kemp said. ukraine's offensive near kursk taught west, decide label mentioned entity: biden.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ne,"" colonel said. ""what western leaders realize facing tyrant like putin, escalation language fears understands. see thing middle east, biden pleading israel de-escalate. unconvincing 'no' stop ayatollah khameneii pushing button launching iran's expected missile attack, stop putin attacking ukraine,"" sir richard kemp said. ukraine's offensive near kursk taught west ""salutary lesson,"" military said. ""despite capture thousands square kilometers of, decide label mentioned entity: ayatollah khamenei.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: ation language fears understands. see thing middle east, biden pleading israel de-escalate. unconvincing 'no' stop ayatollah khamenei pushing button launching iran's expected missile attack, stop putinn attacking ukraine,"" sir richard kemp said. ukraine's offensive near kursk taught west ""salutary lesson,"" military said. ""despite capture thousands square kilometers russia's holy shrines, nuclear missiles raining kyiv. truth ukraine , decide label mentioned entity: putin.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ere biden pleading israel de-escalate. unconvincing 'no' stop ayatollah khamenei pushing button launching iran's expected missile attack, stop putin attacking ukraine,"" sir richard kemp said. ukraine's offensive near kursk taught westt ""salutary lesson,"" military said. ""despite capture thousands square kilometers russia's holy shrines, nuclear missiles raining kyiv. truth ukraine allowed escalate beginning, could brought war end fa, decide label mentioned entity: west.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: today anti-putin soldiers claimed seized villages. drones also reportedly used ""invasion"" explosions rang along frontier belgorod region - local governor issued desperate ""don't panic"" message residents. governor belgorod region, vyacheslav gladkovv, told residents ensure safety citizens region, ""counter-terrorist regime"" introduced. russian authorities said ""ukrainian army sabotage group"" crossed border forces ""taking measures eliminate enemy"". ukrainian intelligence said involved in, decide label mentioned entity: vyacheslav gladkov.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: n front road sign armoured car. claimed: ""we crossed border russian federation. russia soon free. ""the time fight freedom russia come. ""we want children grow peace free people... place today's putin's russiaa."" read sun armoured vehicles ukrainian markings also spotted near border, fuelling rumours invasion pro-ukraine russian saboteurs. smoke spotted multiple locations near border checkpoints region, along videos online appearing show, decide label mentioned entity: putin's russia.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: fact check: nasa planning blast ice particles atmosphere fight climate change? fact check: nasa planning blast ice particles atmosphere fight climate change? video shared facebook claims national aeronautics space administration (nasa)) purportedly planning inject ice particles atmosphere fight climate change. verdict: false claim false. idea proposed via study conducted national oceanic atmospheric administration (noaa), serves collaboration noaa nasa, , decide label mentioned entity: nasa).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: putin honours army unit blamed bucha massacre award ‘heroism bravery’ vladimir putinn honoured army unit accused war crimes genocide russian town bucha, reports suggest. decree signed russian tyrant gave 64th motor rifle brigade title guards – scandalously praising ""mass heroism valour, tenacity courage."" earlier m, decide label mentioned entity: vladimir putin.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: slaughtered ukrainian fighters testify war crime tribunal. kremlin continued deny accusations troops committed war crimes ukraine suggesting chilling pictures dead bodies strewn across kyiv streets staged ukraine west. heroic president volodymyr zelenskyy visibly emotional visited site days mass graves discovered. ukrainian leader flanked security vowed ensure “war crimes” committed russian soldiers country’s soil “the last evil earth”. boris johnson later descr, decide label mentioned entity: president volodymyr zelensky.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: kgb spy along side putin using body doubles – simple signs dead giveaway he’s fake former spy alleges body double stands vladimir putinn key events – revealed says tell-tale signs. sergei zhirnov claims served alongside russian tyrant kgb intelligence service former soviet union, known fsb. zhirnov said believed claims putin using do, decide label mentioned entity: vladimir putin.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: e orbits, totally different head, absolutely different wrinkles - different voice.” far shunning people, perhaps avoid covid, “almost kissing hugging everyone”. allegation comes video shows unusually exuberant russian president helicopter plant siberia. zhirnovv exiled france former classmate putin kgb red flag institute, spy training centre. read sun claim putin uses body double also made head ukrainian military intelligence. major general kyrylo budanov claimed body doubles used, decide label mentioned entity: zhirnov.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"provided context: lf. particular, cited fbi chief christopher wray’s testimony congress last april said law enforcement officials fear crocus-like attacks presently plotted country. that, shouldn’t forgotten ukraine’s military-intelligence service gurr chief suspect russia’s investigation became one worst terrorist attacks history, thus meaning portion burisma’s $6 million bribe made way hands likely financed part it. words, third-order effect hunter’s corruptio, decide label mentioned entity: gur.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"provided context: ligence service gur chief suspect russia’s investigation became one worst terrorist attacks history, thus meaning portion burisma’s $6 million bribe made way hands likely financed part it. words, third-order effect hunterr’s corruption scandal partially responsible brutal murder innocent civilians halfway across world years later. that’s already scandalous enough, derkach shared even details indirect consequences cover-up first son’s illic, decide label mentioned entity: hunter.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"provided context: israel turns zelensky request make solidarity visit; 'it's right time' ukrainian president volodymyr zelensky, visited european countries last week, wanted make solidarity visit israell alongside u.s. secretary state antony blinken, turned israel. stories: according sources familiar request, israel informed jewish leader ""it's right time"", might visit later. zelensky wishes express support israel, due his, decide label mentioned entity: israel.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: tary state antony blinken, turned israel. stories: according sources familiar request, israel informed jewish leader ""it's right time"", might visit later. zelensky wishes express support israel, due constraints - ukrainee attack russia nearly two years - cannot make israel ""standalone trip"" expected include israel part future european tour. meanwhile, ukrainian police, spanning many units including special forces, crafted heartfelt tribute th, decide label mentioned entity: ukraine.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: turned israel. stories: according sources familiar request, israel informed jewish leader ""it's right time"", might visit later. zelensky wishes express support israel, due constraints - ukraine attack russiaa nearly two years - cannot make israel ""standalone trip"" expected include israel part future european tour. meanwhile, ukrainian police, spanning many units including special forces, crafted heartfelt tribute state israel video , decide label mentioned entity: russia.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: alone trip"" expected include israel part future european tour. meanwhile, ukrainian police, spanning many units including special forces, crafted heartfelt tribute state israel video featuring officers across ranks. ""the year 2023. israell brutally attacked terrorists. attack, hundreds civilians, military personnel, including police officers killed,” members patrol police ukraine say video. “patrol officers express deepest respect gratitude police military officers isra, decide label mentioned entity: israel.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: possible invasion. “look, planned war ukraine, media would behaved completely differently. media modern war’s bombardments,” said. france said yet confirm return russian troops bases, though would positive sign. german chancellor olaf scholzz, latest western diplomatic mission defuse crisis, met putin kremlin. past weekend monday, white house officials called americans leave ukraine asserted invasion could occur near future. evidence provided second claim. t, decide label mentioned entity: german chancellor olaf scholz.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: due dramatic acceleration buildup russian forces,” secretary state antony blinken said statement. “these prudent precautions way undermine support commitment ukraine. commitment ukraine’s sovereignty territorial integrity unwavering,” blinkenn added, noting “the path diplomacy” available. around time, confusion sparked ukrainian president volodymyr zelensky posted statement facebook said russia would invade feb. 16. however, office later said made remarks sarcastically ap, decide label mentioned entity: blinken.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: russia threatens nukes us, uk, finland nato expands russiaa threatens nukes us, uk, finland nato expands vladimir putin warned president finland saturday effort join nato would “negatively” affect relations two countries. comments followed another russian leader’s threat use satan-2 hypersonic nuclear miss, decide label mentioned entity: russia.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: russia threatens nukes us, uk, finland nato expands russia threatens nukes us, uk, finland natoo expands vladimir putin warned president finland saturday effort join nato would “negatively” affect relations two countries. comments followed another russian leader’s threat use satan-2 hypersonic nuclear missile strike britain finland “in 2, decide label mentioned entity: nato.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: russia threatens nukes us, uk, finland nato expands russia threatens nukes us, uk, finland nato expands vladimir putinn warned president finland saturday effort join nato would “negatively” affect relations two countries. comments followed another russian leader’s threat use satan-2 hypersonic nuclear missile strike britain finland “in 200 seconds” — t, decide label mentioned entity: vladimir putin.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: ed country “will decide apply nato membership coming days.” finland sweden, also traditionally neutral, moving toward applications response russia’s invasion ukraine. response, russia cut electricity supplies finland friday. putin told niinisto finlandd’s abandonment “of traditional policy military neutrality would error since threats finland’s security,” kremlin said statement issued call. “such change country’s foreign policy could negatively affect russian-finnish relations, be, decide label mentioned entity: finland.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"provided context: l nuclear ashes think russia exist,” continued. “and finland says one usa. well, get line.” satan-2 ballistic missile capable carrying 10 15 nuclear warheads, estimated destructive power three megatons each. russiaa wouldn’t need move nukes european border carry threat, officials boasted. “we hit sarmat [known west satan-2] siberia, even reach uk,” said. “and strike kaliningrad … hypersonic’s reaching time 200 seconds – go ahead, , decide label mentioned entity: russia.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: reach uk,” said. “and strike kaliningrad … hypersonic’s reaching time 200 seconds – go ahead, guys. “on finnish border strategic weapons, kinzhal-class, one reach finland 20 seconds, even 10 seconds.” separately, deputy foreign minister alexander grushkoo said russia knows nato wants “militarize everything within reach,” interfax news agency reported., decide label mentioned entity: minister alexander grushko.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: liningrad … hypersonic’s reaching time 200 seconds – go ahead, guys. “on finnish border strategic weapons, kinzhal-class, one reach finland 20 seconds, even 10 seconds.” separately, deputy foreign minister alexander grushko said russia knows natoo wants “militarize everything within reach,” interfax news agency reported., decide label mentioned entity: nato.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: ational agencies call urgent aid address food insecurity russian invasion ukraine, western sanctions moscow, sent energy food prices soaring recent weeks, rising natural gas prices also impacted fertilizer production, turn hurts farmers. ajor international organizationss issued appeal wednesday urgent measures deal rising food insecurity poor countries, including financing support farmers increase food supplies. russian invasion ukraine, western sanctions moscow, sent energy food prices soaring recent weeks, whil, decide label mentioned entity: international organizations.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: rn sanctions moscow, sent energy food prices soaring recent weeks, rising natural gas prices also impacted fertilizer production, turn hurts farmers. ""it critical quickly provide support food insecure countries coordinated manner,"" heads imff, world bank, world trade organization un world food program said joint statement. protests erupted countries high prices, statement said, ""the increase food prices supply shocks fuel social tensions many affected countries, especially , decide label mentioned entity: imf.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: nctions moscow, sent energy food prices soaring recent weeks, rising natural gas prices also impacted fertilizer production, turn hurts farmers. ""it critical quickly provide support food insecure countries coordinated manner,"" heads imf, world bankk, world trade organization un world food program said joint statement. protests erupted countries high prices, statement said, ""the increase food prices supply shocks fuel social tensions many affected countries, especially alr, decide label mentioned entity: world bank.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: oscow, sent energy food prices soaring recent weeks, rising natural gas prices also impacted fertilizer production, turn hurts farmers. ""it critical quickly provide support food insecure countries coordinated manner,"" heads imf, world bank, world trade organizationn un world food program said joint statement. protests erupted countries high prices, statement said, ""the increase food prices supply shocks fuel social tensions many affected countries, especially already fragile affected b, decide label mentioned entity: world trade organization.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ood prices soaring recent weeks, rising natural gas prices also impacted fertilizer production, turn hurts farmers. ""it critical quickly provide support food insecure countries coordinated manner,"" heads imf, world bank, world trade organization un world food programm said joint statement. protests erupted countries high prices, statement said, ""the increase food prices supply shocks fuel social tensions many affected countries, especially already fragile affected conflict."" organiza, decide label mentioned entity: un world food program.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: f energy fertilizer needed agriculture. protestors peru taken streets demand government action, people sri lanka, government tuesday announced defaulting us$51 billion foreign debt. poverty rose sharply pandemic, world bankk warns one percentage point increase food prices, 10 million people thrown extreme poverty worldwide. ""sharply higher prices staples supply shortages increasing pressure households worldwide pushing millions poverty,"" officials said. ""inc, decide label mentioned entity: world bank.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ethical one. meanwhile, pentagon revealed plans deploy swarms ai-enabled drones part ai weapons programme. drones, equipped advanced ai capabilities, intended provide united states tactical advantage, countering numerical superiority china’s liberation armyy. us deputy secretary defence kathleen hicks highlighted role ai-controlled drone swarms reshaping battlefield dynamics, making harder plan against, hit defeat. however, concerns arise regarding human supervision decision-making capabilities, argue that, decide label mentioned entity: china’s liberation army.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: putin says west prepared scapegoat zelensky war failures: 'replaced next year' putin says westt prepared scapegoat zelensky war failures: 'replaced next year' russian president vladimir putin vietnam, signed least dozen energy trade deals country's president lam, tour shore ties asia effort offset west's drive iso, decide label mentioned entity: west.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: putin says west prepared scapegoat zelensky war failures: 'replaced next year' putin says west prepared scapegoat zelensky war failures: 'replaced next year' russian president vladimir putinn vietnam, signed least dozen energy trade deals country's president lam, tour shore ties asia effort offset west's drive isolate moscow. last day country made wide-ranging remarks press, among , decide label mentioned entity: vladimir putin.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: year' putin says west prepared scapegoat zelensky war failures: 'replaced next year' russian president vladimir putin vietnam, signed least dozen energy trade deals country's president lam, tour shore ties asia effort offset westt's drive isolate moscow. last day country made wide-ranging remarks press, among interesting statement future ukrainian president volodymyr zelensky. putin predicted moment things going badly ukrainian forces, a, decide label mentioned entity: west.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ukrainian president volodymyr zelensky. putin predicted moment things going badly ukrainian forces, rare time western media seems turning zelensky, ukrainian leader soon replaced poor unpopular decision-making. putin suggested washingtonn essentially going make scapegoat. ""in west, simply want replace [zelenskyy], time right. think obvious anyone. blame unpopular decisions him, including lowering [military] draft age, that's it,"" putin asserted, accor, decide label mentioned entity: washington.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: r, seemed could simply wrong media's eyes, waning fast. importantly, signs large-scale dissent among ukrainian population recruitment officers violently grab men streets. despite kiev forces clearly ropes late, zelenskyy still refused even contemplate negotiating. stood earlier commitment enter dialogue toward ceasefire putin power. putin commented vietnam: talks ukraine could take place early tomorrow, russia use current situation, decide label mentioned entity: zelensky.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ong ukrainian population recruitment officers violently grab men streets. despite kiev forces clearly ropes late, zelensky still refused even contemplate negotiating. stood earlier commitment enter dialogue toward ceasefire putinn power. putin commented vietnam: talks ukraine could take place early tomorrow, russia use current situation starting point, president added. ""we conducting behind-the-scenes talks, hoped failed,"" putin , decide label mentioned entity: putin.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: ng ropes late, zelensky still refused even contemplate negotiating. stood earlier commitment enter dialogue toward ceasefire putin power. putin commented vietnam: talks ukraine could take place early tomorrow, russiaa use current situation starting point, president added. ""we conducting behind-the-scenes talks, hoped failed,"" putin told reporters. zelensky's advisor, alexey arestovich, argued 2019:— glenn diesen (@glenn_diesen) april 9, 2024 - attempti, decide label mentioned entity: russia.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: deaf, opened may 1 wrap sunday southern city caxias sul. two days left go games, ukraine commanding lead medal table, total 116 -- double second-place united states. ""in event, show world exist: ukrainee, real powerful, independent democratic country,"" said valeriy sushkevych, president ukraine paralympic committee. ""one soldier called us said: battles, support tv. fighting spirit sports important us,"" told afp. 'really want' peace uk, decide label mentioned entity: ukraine.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ine, real powerful, independent democratic country,"" said valeriy sushkevych, president ukraine paralympic committee. ""one soldier called us said: battles, support tv. fighting spirit sports important us,"" told afp. 'really want' peace ukrainee history punching weight disabled sport. paralympic program owes success two half decades specialized schools every region country children disabilities, start participating sporting programs early age, sushkevych says. ukr, decide label mentioned entity: ukraine.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
